Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Year,Month,M/Y,Ingreso Anual
C_CND_004432,2022-08-08,Celia,Male,700000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,53000,06457-3834,SUV,7615281,Middletown,2022,8,202208,Medio-Alto
C_CND_004472,2022-08-09,Aidan,Male,3600000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,41001,06457-3834,Sedan,6833233,Middletown,2022,8,202208,Muy Alto
C_CND_004570,2022-08-10,Jordan,Female,468000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Black,31000,06457-3834,Passenger,8502106,Middletown,2022,8,202208,Medio
C_CND_004605,2022-08-13,Bianca,Male,806000,Buddy Storbeck's Diesel Service Inc,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,06457-3834,Passenger,6139910,Middletown,2022,8,202208,Alto
C_CND_004610,2022-08-13,Emerson,Female,985000,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,25000,06457-3834,Hatchback,7856169,Middletown,2022,8,202208,Alto
C_CND_004620,2022-08-13,Yaseen,Female,1035000,Buddy Storbeck's Diesel Service Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43500,06457-3834,Sedan,7815856,Pasco,2022,8,202208,Muy Alto
C_CND_004706,2022-08-17,Brian,Male,13500,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12000,06457-3834,SUV,8549948,Middletown,2022,8,202208,Bajo
C_CND_004761,2022-08-21,Diana,Male,2042000,Buddy Storbeck's Diesel Service Inc,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Pale White,18200,06457-3834,Hatchback,7411126,Middletown,2022,8,202208,Muy Alto
C_CND_004776,2022-08-21,Hailey,Male,1405000,Buddy Storbeck's Diesel Service Inc,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Black,23500,06457-3834,Sedan,7822591,Middletown,2022,8,202208,Muy Alto
C_CND_004806,2022-08-21,Angel,Female,845000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,06457-3834,SUV,7082601,Pasco,2022,8,202208,Alto
C_CND_004879,2022-08-24,Arya,Male,1900000,Buddy Storbeck's Diesel Service Inc,BMW,528i,Overhead Camshaft,Manual,Red,29001,06457-3834,SUV,6372532,Middletown,2022,8,202208,Muy Alto
C_CND_004929,2022-08-24,Andrea,Male,945000,Buddy Storbeck's Diesel Service Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,06457-3834,Hatchback,6862920,Middletown,2022,8,202208,Alto
C_CND_004953,2022-08-25,Lenny,Male,2100000,Buddy Storbeck's Diesel Service Inc,Mercedes-B,M-Class,DoubleÂ Overhead Camshaft,Auto,Black,18001,06457-3834,Hardtop,8000021,Middletown,2022,8,202208,Muy Alto
C_CND_004984,2022-08-27,Laila,Male,790000,Buddy Storbeck's Diesel Service Inc,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,SUV,6978712,Middletown,2022,8,202208,Alto
C_CND_004992,2022-08-27,Doris,Male,879000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,06457-3834,Sedan,6554672,Pasco,2022,8,202208,Alto
C_CND_005007,2022-08-28,Frimet,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Red,13000,06457-3834,Hatchback,6774610,Middletown,2022,8,202208,Bajo
C_CND_005060,2022-08-31,Hailey,Male,2251000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16100,06457-3834,Sedan,7612120,Middletown,2022,8,202208,Muy Alto
C_CND_005078,2022-08-31,Sean,Female,13500,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29000,06457-3834,Hardtop,8362936,Middletown,2022,8,202208,Bajo
C_CND_005116,2022-09-01,Isaiah,Male,386000,Buddy Storbeck's Diesel Service Inc,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36000,06457-3834,Sedan,7451483,Middletown,2022,9,202209,Medio
C_CND_005153,2022-09-03,Ivy,Female,700000,Buddy Storbeck's Diesel Service Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24000,06457-3834,SUV,8897293,Middletown,2022,9,202209,Medio-Alto
C_CND_005164,2022-09-03,Mariam,Male,13500,Buddy Storbeck's Diesel Service Inc,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Red,20001,06457-3834,Hatchback,8796377,Middletown,2022,9,202209,Bajo
C_CND_005192,2022-09-03,Jolin,Male,1100000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,Overhead Camshaft,Manual,Pale White,54000,06457-3834,Sedan,8083121,Scottsdale,2022,9,202209,Muy Alto
C_CND_005209,2022-09-04,Theo,Male,720000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,06457-3834,Hardtop,8815908,Middletown,2022,9,202209,Medio-Alto
C_CND_005276,2022-09-06,Mandy,Male,1050000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,71000,06457-3834,Passenger,6376746,Middletown,2022,9,202209,Muy Alto
C_CND_005311,2022-09-06,Kareem,Female,573000,Buddy Storbeck's Diesel Service Inc,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,06457-3834,Passenger,7093350,Middletown,2022,9,202209,Medio-Alto
C_CND_005351,2022-09-07,Layla,Male,400000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,Passenger,8410145,Middletown,2022,9,202209,Medio
C_CND_005362,2022-09-07,Raizy,Male,1136000,Buddy Storbeck's Diesel Service Inc,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,45600,06457-3834,Hatchback,7705454,Middletown,2022,9,202209,Muy Alto
C_CND_005390,2022-09-07,Natalie,Male,13500,Buddy Storbeck's Diesel Service Inc,Volvo,S40,Overhead Camshaft,Manual,Pale White,17000,06457-3834,Sedan,8258144,Scottsdale,2022,9,202209,Bajo
C_CND_005461,2022-09-11,Vanessa,Male,3000000,Buddy Storbeck's Diesel Service Inc,BMW,528i,Overhead Camshaft,Manual,Pale White,25001,06457-3834,SUV,7511735,Middletown,2022,9,202209,Muy Alto
C_CND_005506,2022-09-11,Nicholas,Male,13500,Buddy Storbeck's Diesel Service Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,13000,06457-3834,SUV,7775184,Middletown,2022,9,202209,Bajo
C_CND_005550,2022-09-12,Xavier,Male,482500,Buddy Storbeck's Diesel Service Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20500,06457-3834,Passenger,7732361,Middletown,2022,9,202209,Medio
C_CND_005567,2022-09-12,Winnie,Female,1171000,Buddy Storbeck's Diesel Service Inc,Ford,Escort,Overhead Camshaft,Manual,Black,12100,06457-3834,Passenger,6260341,Greenville,2022,9,202209,Muy Alto
C_CND_005585,2022-09-13,Marina,Male,1580000,Buddy Storbeck's Diesel Service Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,06457-3834,Sedan,7290106,Middletown,2022,9,202209,Muy Alto
C_CND_005643,2022-09-14,Aria,Male,1389000,Buddy Storbeck's Diesel Service Inc,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71900,06457-3834,Hatchback,8321621,Middletown,2022,9,202209,Muy Alto
C_CND_005663,2022-09-14,Dylan,Male,13500,Buddy Storbeck's Diesel Service Inc,Mercury,Mountaineer,Overhead Camshaft,Manual,Pale White,21000,06457-3834,Hardtop,6766629,Middletown,2022,9,202209,Bajo
C_CND_005667,2022-09-14,Vincent,Female,1232500,Buddy Storbeck's Diesel Service Inc,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17250,06457-3834,Hardtop,8033104,Middletown,2022,9,202209,Muy Alto
C_CND_005719,2022-09-15,Aaron,Male,1450000,Buddy Storbeck's Diesel Service Inc,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,45000,06457-3834,Passenger,7413747,Middletown,2022,9,202209,Muy Alto
C_CND_005748,2022-09-16,David,Male,687000,Buddy Storbeck's Diesel Service Inc,Chrysler,Town & Country,Overhead Camshaft,Manual,Pale White,17001,06457-3834,Sedan,8431140,Middletown,2022,9,202209,Medio-Alto
C_CND_005769,2022-09-17,Hailey,Female,13500,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,06457-3834,Hatchback,7875316,Middletown,2022,9,202209,Bajo
C_CND_005776,2022-09-17,Phoebe,Female,13500,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,71000,06457-3834,Passenger,8897626,Middletown,2022,9,202209,Bajo
C_CND_005909,2022-09-18,Isis,Male,450000,Buddy Storbeck's Diesel Service Inc,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18000,06457-3834,Sedan,6611980,Middletown,2022,9,202209,Medio
C_CND_005935,2022-09-18,Imani,Male,3056000,Buddy Storbeck's Diesel Service Inc,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10600,06457-3834,SUV,8770722,Pasco,2022,9,202209,Muy Alto
C_CND_005945,2022-09-19,Ananya,Male,13500,Buddy Storbeck's Diesel Service Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,06457-3834,Sedan,8912475,Middletown,2022,9,202209,Bajo
C_CND_005950,2022-09-19,Gabriel,Male,864000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39000,06457-3834,Sedan,8667254,Middletown,2022,9,202209,Alto
C_CND_006011,2022-09-21,London,Female,1230000,Buddy Storbeck's Diesel Service Inc,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,SUV,7328610,Middletown,2022,9,202209,Muy Alto
C_CND_006077,2022-09-21,Katelyn,Male,13500,Buddy Storbeck's Diesel Service Inc,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,06457-3834,Passenger,8630951,Middletown,2022,9,202209,Bajo
C_CND_006096,2022-09-21,Paul,Male,431000,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,06457-3834,Hardtop,7273907,Greenville,2022,9,202209,Medio
C_CND_006124,2022-09-22,Daphne,Male,515000,Buddy Storbeck's Diesel Service Inc,Volvo,C70,Overhead Camshaft,Manual,Pale White,82000,06457-3834,Hatchback,6705169,Middletown,2022,9,202209,Medio-Alto
C_CND_006134,2022-09-22,Jayson,Male,750000,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,Overhead Camshaft,Manual,Black,29000,06457-3834,Hatchback,7139424,Middletown,2022,9,202209,Medio-Alto
C_CND_006153,2022-09-22,Malia,Male,525000,Buddy Storbeck's Diesel Service Inc,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,06457-3834,SUV,7045209,Pasco,2022,9,202209,Medio-Alto
C_CND_006173,2022-09-24,Riley,Female,1130000,Buddy Storbeck's Diesel Service Inc,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Black,31001,06457-3834,SUV,6783559,Middletown,2022,9,202209,Muy Alto
C_CND_006282,2022-09-25,Peyton,Female,773500,Buddy Storbeck's Diesel Service Inc,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32500,06457-3834,Hardtop,8812710,Middletown,2022,9,202209,Alto
C_CND_006287,2022-09-25,Shloime,Male,395000,Buddy Storbeck's Diesel Service Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12000,06457-3834,Hardtop,8321098,Middletown,2022,9,202209,Medio
C_CND_006292,2022-09-25,Joanna,Male,1297000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Black,16700,06457-3834,Sedan,6861126,Middletown,2022,9,202209,Muy Alto
C_CND_006312,2022-09-25,Kelvin,Male,415000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,24000,06457-3834,Hatchback,8607835,Middletown,2022,9,202209,Medio
C_CND_006320,2022-09-25,Madelyn,Male,635000,Buddy Storbeck's Diesel Service Inc,Plymouth,Neon,Overhead Camshaft,Manual,Black,29000,06457-3834,SUV,7289073,Middletown,2022,9,202209,Medio-Alto
C_CND_006330,2022-09-25,Valentin,Female,2500000,Buddy Storbeck's Diesel Service Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,Hardtop,6301869,Middletown,2022,9,202209,Muy Alto
C_CND_006351,2022-09-25,Sariah,Male,1120000,Buddy Storbeck's Diesel Service Inc,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,27000,06457-3834,Passenger,7840972,Pasco,2022,9,202209,Muy Alto
C_CND_006371,2022-09-26,Zara,Male,1100000,Buddy Storbeck's Diesel Service Inc,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,06457-3834,SUV,8572184,Middletown,2022,9,202209,Muy Alto
C_CND_006438,2022-09-26,Nyla,Male,1832000,Buddy Storbeck's Diesel Service Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16200,06457-3834,Passenger,7102054,Middletown,2022,9,202209,Muy Alto
C_CND_006509,2022-09-27,Alice,Male,740000,Buddy Storbeck's Diesel Service Inc,Volvo,S40,Overhead Camshaft,Manual,Pale White,17000,06457-3834,Sedan,7010979,Pasco,2022,9,202209,Medio-Alto
C_CND_006524,2022-09-28,Naomi,Female,740000,Buddy Storbeck's Diesel Service Inc,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000,06457-3834,SUV,7012108,Middletown,2022,9,202209,Medio-Alto
C_CND_006533,2022-09-28,Michael,Male,1215000,Buddy Storbeck's Diesel Service Inc,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22500,06457-3834,Hatchback,8884292,Middletown,2022,9,202209,Muy Alto
C_CND_006597,2022-10-02,Angela,Female,1533000,Buddy Storbeck's Diesel Service Inc,Nissan,Frontier,Overhead Camshaft,Manual,Black,53300,06457-3834,Hatchback,6440461,Middletown,2022,10,202210,Muy Alto
C_CND_006648,2022-10-02,Tiffany,Male,13500,Buddy Storbeck's Diesel Service Inc,Ford,Taurus,Overhead Camshaft,Manual,Pale White,22000,06457-3834,SUV,7394219,Middletown,2022,10,202210,Bajo
C_CND_006699,2022-10-03,Aubrey,Male,1150000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,06457-3834,Sedan,7694648,Pasco,2022,10,202210,Muy Alto
C_CND_006709,2022-10-04,Sean,Male,1400000,Buddy Storbeck's Diesel Service Inc,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,06457-3834,Hatchback,7907728,Middletown,2022,10,202210,Muy Alto
C_CND_006775,2022-10-09,Cassandra,Male,580000,Buddy Storbeck's Diesel Service Inc,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,06457-3834,SUV,7931790,Middletown,2022,10,202210,Medio-Alto
C_CND_006817,2022-10-09,Aliza,Male,13500,Buddy Storbeck's Diesel Service Inc,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,SUV,6972466,Middletown,2022,10,202210,Bajo
C_CND_006889,2022-10-12,Arielle,Female,655000,Buddy Storbeck's Diesel Service Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,Passenger,7174235,Middletown,2022,10,202210,Medio-Alto
C_CND_006897,2022-10-12,Aiden,Female,13500,Buddy Storbeck's Diesel Service Inc,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,06457-3834,Hatchback,6010393,Middletown,2022,10,202210,Bajo
C_CND_006919,2022-10-12,Eileen,Male,503000,Buddy Storbeck's Diesel Service Inc,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,06457-3834,Hatchback,6566794,Scottsdale,2022,10,202210,Medio-Alto
C_CND_006987,2022-10-18,Evelyn,Male,1400000,Buddy Storbeck's Diesel Service Inc,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,15000,06457-3834,Hatchback,7674596,Middletown,2022,10,202210,Muy Alto
C_CND_007005,2022-10-18,Bella,Male,1875000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,39500,06457-3834,Sedan,7547655,Middletown,2022,10,202210,Muy Alto
C_CND_007111,2022-10-23,Blake,Male,1520000,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,06457-3834,SUV,8364155,Middletown,2022,10,202210,Muy Alto
C_CND_007141,2022-10-23,Dereck,Male,735000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,16000,06457-3834,Passenger,8341306,Scottsdale,2022,10,202210,Medio-Alto
C_CND_007150,2022-10-23,Zain,Female,1061000,Buddy Storbeck's Diesel Service Inc,Ford,Ranger,Overhead Camshaft,Manual,Black,18100,06457-3834,Hardtop,6785220,Middletown,2022,10,202210,Muy Alto
C_CND_007181,2022-10-25,Edwin,Male,1110000,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31001,06457-3834,Hatchback,6338994,Middletown,2022,10,202210,Muy Alto
C_CND_007202,2022-10-25,Devora,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,06457-3834,SUV,7802172,Middletown,2022,10,202210,Bajo
C_CND_007279,2022-10-29,Gabriel,Male,13500,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Red,31000,06457-3834,Passenger,7298981,Pasco,2022,10,202210,Bajo
C_CND_007289,2022-10-30,London,Male,620000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,28000,06457-3834,SUV,6959662,Middletown,2022,10,202210,Medio-Alto
C_CND_007327,2022-10-31,Ian,Male,800000,Buddy Storbeck's Diesel Service Inc,Volvo,S40,Overhead Camshaft,Manual,Black,36000,06457-3834,Sedan,6383658,Middletown,2022,10,202210,Alto
C_CND_007381,2022-10-31,Francesca,Male,910000,Buddy Storbeck's Diesel Service Inc,Toyota,Corolla,Overhead Camshaft,Manual,Red,14000,06457-3834,Passenger,8761146,Middletown,2022,10,202210,Alto
C_CND_007441,2022-11-01,Maxence,Male,1200000,Buddy Storbeck's Diesel Service Inc,Lexus,RX300,Overhead Camshaft,Manual,Black,18000,06457-3834,Hardtop,7248186,Middletown,2022,11,202211,Muy Alto
C_CND_007475,2022-11-02,Riley,Female,490000,Buddy Storbeck's Diesel Service Inc,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26000,06457-3834,Hatchback,7668482,Middletown,2022,11,202211,Medio
C_CND_007483,2022-11-02,Hersh,Male,13500,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Black,15000,06457-3834,SUV,8678089,Middletown,2022,11,202211,Bajo
C_CND_007505,2022-11-02,Jayson,Male,13500,Buddy Storbeck's Diesel Service Inc,Nissan,Quest,Overhead Camshaft,Manual,Black,12000,06457-3834,SUV,6199912,Janesville,2022,11,202211,Bajo
C_CND_007545,2022-11-05,Joaquin,Male,1310000,Buddy Storbeck's Diesel Service Inc,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Red,28000,06457-3834,Hatchback,8800638,Middletown,2022,11,202211,Muy Alto
C_CND_007659,2022-11-07,Kelvin,Male,13500,Buddy Storbeck's Diesel Service Inc,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,24000,06457-3834,Hatchback,7922814,Janesville,2022,11,202211,Bajo
C_CND_007679,2022-11-08,Louis,Male,340000,Buddy Storbeck's Diesel Service Inc,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18000,06457-3834,Sedan,8015642,Middletown,2022,11,202211,Medio
C_CND_007689,2022-11-08,Abril,Male,13500,Buddy Storbeck's Diesel Service Inc,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,06457-3834,Hatchback,8305350,Middletown,2022,11,202211,Bajo
C_CND_007715,2022-11-08,Leo,Female,410000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,Overhead Camshaft,Manual,Black,69000,06457-3834,Sedan,7854352,Middletown,2022,11,202211,Medio
C_CND_007763,2022-11-08,Leona,Male,13500,Buddy Storbeck's Diesel Service Inc,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,06457-3834,Hatchback,6970194,Middletown,2022,11,202211,Bajo
C_CND_007768,2022-11-08,Mathis,Male,770000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,06457-3834,Hardtop,6180675,Middletown,2022,11,202211,Alto
C_CND_007826,2022-11-09,Empty,Male,422000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16001,06457-3834,Hardtop,8300318,Middletown,2022,11,202211,Medio
C_CND_007833,2022-11-09,Michael,Male,632000,Buddy Storbeck's Diesel Service Inc,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,06457-3834,Passenger,7648697,Middletown,2022,11,202211,Medio-Alto
C_CND_007857,2022-11-09,Michael,Male,330000,Buddy Storbeck's Diesel Service Inc,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,06457-3834,SUV,6554549,Janesville,2022,11,202211,Medio
C_CND_007916,2022-11-12,Oscar,Male,1550000,Buddy Storbeck's Diesel Service Inc,Acura,RL,Overhead Camshaft,Manual,Red,34001,06457-3834,SUV,8362405,Middletown,2022,11,202211,Muy Alto
C_CND_007956,2022-11-12,Kendra,Male,1527500,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,17750,06457-3834,Hatchback,6976523,Scottsdale,2022,11,202211,Muy Alto
C_CND_008003,2022-11-13,Cataleya,Male,1375000,Buddy Storbeck's Diesel Service Inc,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19501,06457-3834,SUV,8418642,Middletown,2022,11,202211,Muy Alto
C_CND_008023,2022-11-13,Reid,Male,670000,Buddy Storbeck's Diesel Service Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16000,06457-3834,Passenger,8459332,Middletown,2022,11,202211,Medio-Alto
C_CND_008029,2022-11-13,Mary,Male,13500,Buddy Storbeck's Diesel Service Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12000,06457-3834,Hatchback,6168873,Middletown,2022,11,202211,Bajo
C_CND_008082,2022-11-14,Tristan,Male,880000,Buddy Storbeck's Diesel Service Inc,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Black,9000,06457-3834,SUV,6585464,Middletown,2022,11,202211,Alto
C_CND_008106,2022-11-14,Romain,Female,555000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Malibu,Overhead Camshaft,Manual,Red,24001,06457-3834,Hardtop,8867294,Middletown,2022,11,202211,Medio-Alto
C_CND_008130,2022-11-14,Mariah,Male,965000,Buddy Storbeck's Diesel Service Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,06457-3834,Sedan,6532980,Scottsdale,2022,11,202211,Alto
C_CND_008161,2022-11-15,Noemie,Male,1600000,Buddy Storbeck's Diesel Service Inc,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,06457-3834,Hardtop,7703387,Middletown,2022,11,202211,Muy Alto
C_CND_008211,2022-11-16,Abigail,Male,13500,Buddy Storbeck's Diesel Service Inc,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,49000,06457-3834,Hatchback,7931224,Middletown,2022,11,202211,Bajo
C_CND_008308,2022-11-19,Rachel,Male,13500,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Black,20000,06457-3834,SUV,6931601,Scottsdale,2022,11,202211,Bajo
C_CND_008312,2022-11-20,Anthony,Male,836000,Buddy Storbeck's Diesel Service Inc,Porsche,Carrera Coupe,Overhead Camshaft,Manual,Black,16001,06457-3834,Hatchback,6103320,Middletown,2022,11,202211,Alto
C_CND_008383,2022-11-20,Charlotte,Male,645000,Buddy Storbeck's Diesel Service Inc,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,06457-3834,Hatchback,7372876,Middletown,2022,11,202211,Medio-Alto
C_CND_008393,2022-11-20,Rowan,Male,13500,Buddy Storbeck's Diesel Service Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18000,06457-3834,Hatchback,6506460,Middletown,2022,11,202211,Bajo
C_CND_008450,2022-11-21,Cameron,Female,13500,Buddy Storbeck's Diesel Service Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,06457-3834,Sedan,7700932,Middletown,2022,11,202211,Bajo
C_CND_008457,2022-11-21,Jean,Male,13500,Buddy Storbeck's Diesel Service Inc,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31001,06457-3834,Hatchback,8694186,Middletown,2022,11,202211,Bajo
C_CND_008519,2022-11-21,Timothy,Male,1225000,Buddy Storbeck's Diesel Service Inc,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29500,06457-3834,Passenger,7220724,Middletown,2022,11,202211,Muy Alto
C_CND_008529,2022-11-21,Eulaly,Male,402500,Buddy Storbeck's Diesel Service Inc,Ford,Focus,Overhead Camshaft,Manual,Red,17500,06457-3834,Hardtop,8982711,Middletown,2022,11,202211,Medio
C_CND_008530,2022-11-21,Violeta,Male,1360000,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK230,Overhead Camshaft,Manual,Red,71000,06457-3834,Hatchback,7407076,Scottsdale,2022,11,202211,Muy Alto
C_CND_008631,2022-11-23,Jannat,Male,13500,Buddy Storbeck's Diesel Service Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,31001,06457-3834,Passenger,6184531,Middletown,2022,11,202211,Bajo
C_CND_008637,2022-11-23,Camille,Male,2670000,Buddy Storbeck's Diesel Service Inc,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Black,16001,06457-3834,Hardtop,8806509,Middletown,2022,11,202211,Muy Alto
C_CND_008670,2022-11-24,Eric,Male,13500,Buddy Storbeck's Diesel Service Inc,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,06457-3834,Passenger,6720936,Middletown,2022,11,202211,Bajo
C_CND_008777,2022-11-27,Moises,Male,766000,Buddy Storbeck's Diesel Service Inc,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18001,06457-3834,Sedan,6029464,Middletown,2022,11,202211,Alto
